ENSGACT00000021442.1	selenot2
ENSGACT00000024821.1	dcps
ENSGACT00000024825.1	ids
ENSGACT00000024827.1	ids
ENSGACT00000024831.1	aff2
ENSGACT00000024834.1	fmr1
ENSGACT00000024837.1	rab33a
ENSGACT00000024841.1	si:ch211-159i8.4
ENSGACT00000024844.1	HDAC3
ENSGACT00000024849.1	slitrk4
ENSGACT00000024854.1	irf2
ENSGACT00000024858.1	casp3b (1 of many)
ENSGACT00000024859.1	casp3b (1 of many)
ENSGACT00000024861.1	CASP3 (1 of many)
ENSGACT00000024865.1	casp3b (1 of many)
ENSGACT00000024875.1	ACSL1 (1 of many)
ENSGACT00000024879.1	ACSL1 (1 of many)
ENSGACT00000024882.1	ACSL1 (1 of many)
ENSGACT00000024884.1	ACSL1 (1 of many)
ENSGACT00000024886.1	st3gal5
ENSGACT00000024895.1	polr1a
ENSGACT00000024892.2	polr1a
ENSGACT00000029454.1	RF00392
ENSGACT00000029458.1	RF00392
ENSGACT00000029401.1	RF00392
ENSGACT00000029404.1	RF00392
ENSGACT00000024898.1	ptcd3
ENSGACT00000024900.1	ptcd3
ENSGACT00000028194.1	MIR135A2
ENSGACT00000024907.1	rassf8b
ENSGACT00000024910.1	pkp2
ENSGACT00000024917.1	mrpl42
ENSGACT00000024920.1	pwp1
ENSGACT00000024921.1	pwp1
ENSGACT00000024922.1	ano6
ENSGACT00000024923.2	ints13
ENSGACT00000024929.1	lmod2b
ENSGACT00000024930.3	lmod2b
ENSGACT00000024934.3	waslb
ENSGACT00000024936.1	waslb
ENSGACT00000024940.1	gpr37b
ENSGACT00000024945.1	grm8a
ENSGACT00000024947.1	grm8a
ENSGACT00000024949.1	grm8a
ENSGACT00000024953.1	ZNF800
ENSGACT00000024955.1	sypl1
ENSGACT00000024957.1	sypl1
ENSGACT00000024960.1	si:dkey-145c18.3
ENSGACT00000024962.1	gsap
ENSGACT00000024964.1	ccdc146
ENSGACT00000024966.1	fgl2a
ENSGACT00000024967.1	lrrc17
ENSGACT00000024976.1	pus7l
ENSGACT00000024979.1	prickle1b
ENSGACT00000024984.1	zcrb1
ENSGACT00000024985.1	yaf2
ENSGACT00000024987.1	gxylt1b
ENSGACT00000024989.1	pdzrn4
ENSGACT00000029439.1	RF00090
ENSGACT00000024998.1	cntn1b
ENSGACT00000025000.1	cntn1b
ENSGACT00000025001.1	cntn1b
ENSGACT00000025003.1	cntn1b
ENSGACT00000025011.1	nrcama
ENSGACT00000025014.1	pnpla8
ENSGACT00000025016.1	avpr2l
ENSGACT00000025018.1	avpr2l
ENSGACT00000025022.1	dnajb9b
ENSGACT00000025027.1	akr1b1
ENSGACT00000025044.1	si:dkey-180p18.9
ENSGACT00000025047.1	si:dkey-180p18.9
ENSGACT00000025049.1	tfec
ENSGACT00000025054.1	foxp2
ENSGACT00000025056.1	foxp2
ENSGACT00000025057.1	gpr85
ENSGACT00000025058.1	tmem168a
ENSGACT00000025062.1	ifrd1
ENSGACT00000025064.1	ifrd1
ENSGACT00000025068.1	dock4b
ENSGACT00000025069.1	lrrn3b
ENSGACT00000025086.1	dhx57
ENSGACT00000025090.1	strip2
ENSGACT00000025093.1	ahcyl2
ENSGACT00000025100.1	tmem209
ENSGACT00000025102.1	tmem209
ENSGACT00000025105.2	prdm4
ENSGACT00000025112.1	si:ch211-239e6.4
ENSGACT00000025115.1	pparaa
ENSGACT00000028051.1	MIRLET7A3 (1 of many)
ENSGACT00000025116.1	wnt7ba
ENSGACT00000025120.1	atxn10
ENSGACT00000025139.1	AKR1D1
ENSGACT00000025141.2	kdm5a
ENSGACT00000025161.1	USP15
ENSGACT00000029075.1	MIRLET7I (1 of many)
ENSGACT00000025164.1	IL17REL
ENSGACT00000025169.1	pim3
ENSGACT00000025171.1	creld2
ENSGACT00000025172.1	creld2
ENSGACT00000025173.1	alg12
ENSGACT00000025175.1	zbed4
ENSGACT00000025177.1	brd1a
ENSGACT00000025180.1	brd1a
ENSGACT00000025182.1	fam19a5a
ENSGACT00000025183.1	fam19a5a
ENSGACT00000025185.1	tbc1d22a
ENSGACT00000025186.1	cerk
ENSGACT00000025187.1	cerk
ENSGACT00000025190.1	gramd4a
ENSGACT00000025193.1	celsr1a
ENSGACT00000025195.1	trmu
ENSGACT00000025196.1	si:ch73-263o4.3
ENSGACT00000025198.2	alg10
ENSGACT00000025205.1	CPNE8
ENSGACT00000025206.1	CPNE8
ENSGACT00000025210.1	ABCD2
ENSGACT00000025211.1	SLC2A13 (1 of many)
ENSGACT00000025226.1	spg4
ENSGACT00000025227.1	spg4
ENSGACT00000025229.1	spg4
ENSGACT00000025232.1	spg4
ENSGACT00000025235.1	spg4
ENSGACT00000025236.1	spg4
ENSGACT00000025240.1	spg4
ENSGACT00000025261.1	slco1d1
ENSGACT00000025262.1	IAPP
ENSGACT00000025263.1	IAPP
ENSGACT00000025266.1	pyroxd1
ENSGACT00000025268.1	pyroxd1
ENSGACT00000025272.1	etnk1
ENSGACT00000025274.1	sox5
ENSGACT00000025276.1	bcat1
ENSGACT00000025282.1	LRMP
ENSGACT00000025285.1	casc1
ENSGACT00000025286.1	lyrm5a
ENSGACT00000025294.1	slc5a8
ENSGACT00000025300.2	utp20
ENSGACT00000025306.1	arl1
ENSGACT00000025312.1	mapk11
ENSGACT00000025315.1	mapk12b
ENSGACT00000025321.1	rpap3
ENSGACT00000025322.1	atp23
ENSGACT00000025323.1	lrig3
ENSGACT00000025326.1	lrig3
ENSGACT00000025330.1	zgc:165507
ENSGACT00000025331.1	FAM19A2
ENSGACT00000025332.1	ETV6
ENSGACT00000025335.1	ETV6
ENSGACT00000025337.1	si:ch73-252i11.1
ENSGACT00000025340.2	SYN3
ENSGACT00000025346.1	TIMP3
ENSGACT00000025350.1	si:cabz01085950.1
ENSGACT00000025351.1	si:cabz01085950.1
ENSGACT00000025355.1	plxnc1
ENSGACT00000025361.1	cep83
ENSGACT00000025363.1	hcfc2
ENSGACT00000025364.1	elk3
ENSGACT00000025366.1	cdk17
ENSGACT00000025370.1	phyh
ENSGACT00000025372.1	ucmaa
ENSGACT00000025373.1	mcm10
ENSGACT00000025375.1	optn
ENSGACT00000025377.1	optn
ENSGACT00000025379.1	ccdc3a
ENSGACT00000025381.1	camk1da
ENSGACT00000025383.1	camk1da
ENSGACT00000025392.1	cdc123
ENSGACT00000025394.1	nudt5
ENSGACT00000025395.1	nudt5
ENSGACT00000025397.1	fbxo18
ENSGACT00000025398.1	il-15ra
ENSGACT00000025399.1	il-15ra
ENSGACT00000025402.1	rbm17
ENSGACT00000025403.1	rbm17
ENSGACT00000025410.1	pfkfb3
ENSGACT00000025413.1	ntf3
ENSGACT00000025417.1	pik3cg
ENSGACT00000025428.1	ptprz1b
ENSGACT00000025433.1	ptprz1b
ENSGACT00000025435.1	coa6
ENSGACT00000025436.1	coa6
ENSGACT00000025440.1	slc13a4
ENSGACT00000025442.1	zgc:162331
ENSGACT00000025448.1	trappc11
ENSGACT00000025449.2	spdl1
ENSGACT00000025450.1	sil1
ENSGACT00000025451.1	sil1
ENSGACT00000025453.2	uvssa
ENSGACT00000025454.1	nkx1.2lb
ENSGACT00000025458.1	LARGE1
ENSGACT00000025462.1	tmem121b
ENSGACT00000025465.1	mkrn1
ENSGACT00000025469.1	tmem178b
ENSGACT00000025470.1	tmem178b
ENSGACT00000025473.1	caprin2
ENSGACT00000025476.1	IPO8
ENSGACT00000025481.1	tmtc1
ENSGACT00000025482.1	tmtc1
ENSGACT00000025487.1	COG5
ENSGACT00000025491.1	ndufa5
ENSGACT00000025495.1	aebp2
ENSGACT00000025497.1	aebp2
ENSGACT00000025503.1	braf
ENSGACT00000025504.1	braf
ENSGACT00000025506.1	braf
ENSGACT00000025509.1	arhgef39
ENSGACT00000025517.1	lmo3
ENSGACT00000025519.1	mgst1.1
ENSGACT00000025520.1	dera
ENSGACT00000025522.1	dera
ENSGACT00000025524.1	msrb3
ENSGACT00000025527.1	lemd3
ENSGACT00000025535.1	tmbim4
ENSGACT00000025550.1	irak3
ENSGACT00000025551.1	cdnf
ENSGACT00000025563.1	hspa14
ENSGACT00000025567.1	prl2
ENSGACT00000025572.1	rint1
ENSGACT00000025574.1	dennd5b
ENSGACT00000025582.1	ttll12
ENSGACT00000025583.1	pnpla3
ENSGACT00000025586.1	sult4a1
ENSGACT00000025591.1	mpped1
ENSGACT00000025596.1	scube1
ENSGACT00000025597.1	scube1
ENSGACT00000025600.1	samm50l
ENSGACT00000025602.1	aldh1l2
ENSGACT00000025604.1	si:dkey-48p11.3
ENSGACT00000025608.1	slc41a2b
ENSGACT00000025610.1	slc41a2b
ENSGACT00000025611.1	chst11
ENSGACT00000025612.1	nfybb
ENSGACT00000025613.1	nfybb
ENSGACT00000025617.1	mkln1
ENSGACT00000029108.1	MIR29B1
ENSGACT00000025621.1	net1
ENSGACT00000025622.1	asb13a.2
ENSGACT00000025638.1	gdi2
ENSGACT00000025639.1	ankrd16
ENSGACT00000025643.1	glt8d2
ENSGACT00000025646.1	glt8d2
ENSGACT00000025652.1	sbf1
ENSGACT00000025669.1	ppp6r2a
ENSGACT00000025670.1	ppp6r2a
ENSGACT00000025673.1	cbll1
ENSGACT00000025677.1	slc26a3.1
ENSGACT00000025687.1	slc26a3.2
ENSGACT00000025693.1	slc26a5
ENSGACT00000025696.1	slc26a5
ENSGACT00000025697.1	slc26a5
ENSGACT00000025710.1	psmc2
ENSGACT00000025718.1	dnajc2
ENSGACT00000025721.1	dnajc2
ENSGACT00000025735.1	pmpcb
ENSGACT00000025738.1	pmpcb
ENSGACT00000025739.1	pmpcb
ENSGACT00000025743.1	pmpcb
ENSGACT00000025746.1	phax
ENSGACT00000025751.1	kcnc2
ENSGACT00000025753.1	kcnc2
ENSGACT00000025755.1	si:ch73-278m9.1
ENSGACT00000025759.1	GLIPR1
ENSGACT00000025762.1	GLIPR1
ENSGACT00000025768.1	si:ch73-89b15.3
ENSGACT00000025770.1	phlda1
ENSGACT00000025771.1	nap1l1
ENSGACT00000025773.1	nap1l1
ENSGACT00000025775.1	OSBPL8
ENSGACT00000025780.1	zdhhc17
ENSGACT00000025781.1	csrp2
ENSGACT00000025782.1	csrp2
ENSGACT00000025785.1	e2f7
ENSGACT00000025787.1	zgc:173443
ENSGACT00000025788.1	nav3
ENSGACT00000025796.1	nav3
ENSGACT00000025797.1	nav3
ENSGACT00000025802.1	krr1
ENSGACT00000025807.1	cmah
ENSGACT00000025809.1	cmah
ENSGACT00000025815.1	si:ch211-214j24.10
ENSGACT00000025816.1	osgep
ENSGACT00000025819.1	apex1
ENSGACT00000025821.1	apex1
ENSGACT00000025824.1	apex1
ENSGACT00000025826.1	apex1
ENSGACT00000025832.1	nxpe3 (1 of many)
ENSGACT00000025836.1	ANO4
ENSGACT00000025838.1	ANO4
ENSGACT00000025840.1	nxpe3 (1 of many)
ENSGACT00000025843.1	nxpe3 (1 of many)
ENSGACT00000025848.1	slc38a4
ENSGACT00000025849.1	slc38a2
ENSGACT00000025855.1	arid2
ENSGACT00000029670.1	RF00426
ENSGACT00000025859.1	tm7sf3
ENSGACT00000025862.1	fgfr1op2
ENSGACT00000025864.1	fgfr1op2
ENSGACT00000025866.1	med21
ENSGACT00000025869.1	stk38l
ENSGACT00000025873.1	setd7
ENSGACT00000025874.1	setd7
ENSGACT00000025876.1	zgc:113425
ENSGACT00000025878.1	rab33ba
ENSGACT00000025894.1	hspa9
ENSGACT00000025896.1	hspa9
ENSGACT00000025897.1	hspa9
ENSGACT00000025898.1	slitrk2
ENSGACT00000025899.1	atoh8
ENSGACT00000025902.1	tmem129
ENSGACT00000025903.1	rnf103
ENSGACT00000025905.1	rnf103
ENSGACT00000025908.1	abhd18
ENSGACT00000025911.1	igbp1
ENSGACT00000025914.1	igbp1
ENSGACT00000025917.1	igbp1
ENSGACT00000025920.1	magt1
ENSGACT00000025923.1	magt1
ENSGACT00000025929.2	fbxo38
ENSGACT00000028105.1	MIR143
ENSGACT00000028238.1	MIR145
ENSGACT00000025937.1	csnk1a1
ENSGACT00000025939.1	csnk1a1
ENSGACT00000025940.1	si:ch211-51f19.1
ENSGACT00000025944.1	enpp6
ENSGACT00000025946.1	enpp6
ENSGACT00000025948.1	enpp6
ENSGACT00000025956.1	slbp
ENSGACT00000025958.1	immt
ENSGACT00000025961.1	immt
ENSGACT00000025962.1	hars
ENSGACT00000025965.1	mlsl
ENSGACT00000025967.1	mlsl
ENSGACT00000025969.1	slc7a11
ENSGACT00000025971.1	pcdh18b
ENSGACT00000025981.1	pcdh10b
ENSGACT00000025984.1	nocta
ENSGACT00000025985.1	elf2a
ENSGACT00000025988.1	si:ch211-235e9.8
ENSGACT00000025995.1	naa15a
ENSGACT00000025998.1	dnd1
ENSGACT00000026009.1	si:zfos-2326c3.2
ENSGACT00000026020.1	snx25
ENSGACT00000026023.1	fgl1
ENSGACT00000026029.1	TMEM60 (1 of many)
ENSGACT00000026031.1	PHTF2
ENSGACT00000026032.1	adipor2
ENSGACT00000026036.1	wnt5b
ENSGACT00000026037.1	FBXL14 (1 of many)
ENSGACT00000026042.1	ERC1 (1 of many)
ENSGACT00000026044.1	ERC1 (1 of many)
ENSGACT00000026047.1	ERC1 (1 of many)
ENSGACT00000026048.1	ERC1 (1 of many)
ENSGACT00000026049.1	ninj2
ENSGACT00000026050.1	ninj2
ENSGACT00000026055.1	wnk1b
ENSGACT00000026059.1	napepld
ENSGACT00000026061.1	napepld
ENSGACT00000026066.1	yeats4
ENSGACT00000026071.1	cpsf6
ENSGACT00000026072.1	cacna2d4a
ENSGACT00000026073.1	lrtm2a
ENSGACT00000026075.2	dcp1b
ENSGACT00000026077.2	cacna1c
ENSGACT00000026084.1	tspan33a
ENSGACT00000026086.2	smo
ENSGACT00000026087.1	cax1
ENSGACT00000026089.1	cax1
ENSGACT00000026090.1	klhdc10
ENSGACT00000026094.1	zc3hc1
ENSGACT00000026097.1	ube2h
ENSGACT00000028084.1	MIR96 (1 of many)
ENSGACT00000026103.1	nrf1
ENSGACT00000026105.1	plxna4
ENSGACT00000026106.1	chchd3a
ENSGACT00000026109.1	exoc4
ENSGACT00000026118.1	ucn3l
ENSGACT00000026127.1	copg2
ENSGACT00000026128.1	copg2
ENSGACT00000026129.1	mest
ENSGACT00000026133.1	st8sia1
ENSGACT00000026134.1	st8sia1
ENSGACT00000026136.1	st8sia1
ENSGACT00000026138.1	tnni1d
ENSGACT00000026140.1	tnni1d
ENSGACT00000026142.1	tnni1d
ENSGACT00000026145.1	iqsec3a
ENSGACT00000026146.1	iqsec3a
ENSGACT00000026150.1	slc6a1l
ENSGACT00000026153.1	slc6a1l
ENSGACT00000026156.1	slc6a1l
ENSGACT00000026160.1	PARP11
ENSGACT00000026161.1	PARP11
ENSGACT00000026166.1	tmtc2a
ENSGACT00000026167.1	tmtc2a
ENSGACT00000026170.2	mettl25
ENSGACT00000026172.1	mettl25
ENSGACT00000026173.1	ccdc59
ENSGACT00000026175.1	cracr2ab
ENSGACT00000026185.1	PRMT8 (1 of many)
ENSGACT00000026192.1	tspan11
ENSGACT00000026194.1	tspan11
ENSGACT00000026196.1	sema3aa
ENSGACT00000026198.1	pcloa
ENSGACT00000026201.1	cacna2d1a
ENSGACT00000026204.1	hgfa
ENSGACT00000026208.1	snd1
ENSGACT00000026209.1	lrrc4.1
ENSGACT00000026214.1	impdh1b
ENSGACT00000026218.1	si:dkey-159a18.1
ENSGACT00000026219.1	fam3c
ENSGACT00000026220.1	btg1
ENSGACT00000026230.1	dcn
ENSGACT00000026231.1	dcn
ENSGACT00000026233.1	lum
ENSGACT00000026234.1	kera
ENSGACT00000026237.1	epyc
ENSGACT00000026239.1	epyc
ENSGACT00000026242.1	si:ch211-244b2.4
ENSGACT00000026247.1	si:ch211-244b2.1
ENSGACT00000026249.1	si:ch211-265o23.1
ENSGACT00000026250.1	FUT9 (1 of many)
ENSGACT00000026251.1	FUT9 (1 of many)
ENSGACT00000026252.1	FUT9 (1 of many)
ENSGACT00000026255.1	FUT9 (1 of many)
ENSGACT00000026256.1	FUT9 (1 of many)
ENSGACT00000026257.1	FUT9 (1 of many)
ENSGACT00000026258.1	FUT9 (1 of many)
ENSGACT00000026261.1	tcp11l2
ENSGACT00000026265.1	apaf1
ENSGACT00000026269.1	anks1b
ENSGACT00000026273.1	uhrf1bp1l
ENSGACT00000026285.1	arfgap3
ENSGACT00000026287.1	pacsin2
ENSGACT00000026288.1	ttll1
ENSGACT00000026289.1	mcat
ENSGACT00000026291.1	def6c
ENSGACT00000026295.1	washc3
ENSGACT00000026300.3	gnptab
ENSGACT00000026309.1	chpt1
ENSGACT00000026311.1	chpt1
ENSGACT00000026324.1	mybpc1
ENSGACT00000026326.1	mybpc1
ENSGACT00000026328.1	spic
ENSGACT00000026334.1	atp6v1e1b
ENSGACT00000026336.1	atp6v1e1b
ENSGACT00000026340.1	ada2b
ENSGACT00000026342.1	galnt8b.1
ENSGACT00000026343.1	galnt8b.1
ENSGACT00000026344.1	rad51ap1
ENSGACT00000026345.1	fgf6b
ENSGACT00000026347.1	fgf23
ENSGACT00000026349.1	tigarb
ENSGACT00000026353.1	ccnd2b
ENSGACT00000026355.1	usp18
ENSGACT00000026369.1	si:ch73-352p4.8
ENSGACT00000026374.1	si:ch73-352p4.8
ENSGACT00000026376.1	si:ch73-352p4.8
ENSGACT00000026382.1	foxm1
ENSGACT00000026385.1	zmp:0000000711
ENSGACT00000026394.1	trim35-14
ENSGACT00000026397.1	trim35-14
ENSGACT00000026398.1	trim35-14
ENSGACT00000026399.1	trim35-14
ENSGACT00000026401.1	ptn
ENSGACT00000026404.1	ptn
ENSGACT00000026405.1	ptn
ENSGACT00000026406.1	chrm2a
ENSGACT00000026412.1	mtpn
ENSGACT00000026415.1	sema3c
ENSGACT00000026416.1	cd36
ENSGACT00000026421.1	cd36
ENSGACT00000026427.1	gnai1 (1 of many)
ENSGACT00000026430.1	MAGI2
ENSGACT00000026433.1	si:dkey-97m3.1
ENSGACT00000026435.1	si:dkey-97m3.1
ENSGACT00000026442.1	ndufb2
ENSGACT00000026450.1	lhfpl3
ENSGACT00000026451.1	lhfpl3
ENSGACT00000026452.1	orc5
ENSGACT00000026454.1	orc5
ENSGACT00000026455.1	guca1a
ENSGACT00000026461.1	hcls1
ENSGACT00000026463.1	llph
ENSGACT00000026468.1	ppfia2
ENSGACT00000026480.1	acss3
ENSGACT00000026481.1	lin7a
ENSGACT00000026482.1	lin7a
ENSGACT00000026483.1	myf6
ENSGACT00000026485.1	rps16
ENSGACT00000026487.1	rps16
ENSGACT00000026491.1	ppp1r12a
ENSGACT00000026493.1	pawr
ENSGACT00000026496.1	syt1a
ENSGACT00000026503.1	cyb5r3
ENSGACT00000026504.1	cyb5r3
ENSGACT00000026506.1	cyb5r3
ENSGACT00000026511.1	ppfibp1a
ENSGACT00000026512.1	ppfibp1a
ENSGACT00000026515.1	syt10
ENSGACT00000026517.1	tnnt2c
ENSGACT00000026521.1	cry1aa
ENSGACT00000026523.1	btbd11a
ENSGACT00000026526.1	igf1
ENSGACT00000026528.1	parpbp
ENSGACT00000026529.1	nup37
ENSGACT00000026530.1	th2
ENSGACT00000026531.1	th2
ENSGACT00000026532.1	th2
ENSGACT00000026533.1	ascl1a
ENSGACT00000026534.1	ascl1a
ENSGACT00000026535.1	itfg2
ENSGACT00000026536.1	nrip2
ENSGACT00000026537.1	klhl42
ENSGACT00000026538.1	klhl42
ENSGACT00000026539.1	si:dkey-153k10.9
ENSGACT00000026540.1	si:dkey-153k10.9
ENSGACT00000026543.1	tspan9b
ENSGACT00000026544.1	tspan9b
ENSGACT00000026546.1	tspan9b
ENSGACT00000026547.1	si:ch73-71d17.1
ENSGACT00000026548.1	snrpf
ENSGACT00000026550.1	ntn4
ENSGACT00000026551.1	usp44
ENSGACT00000026552.1	metap2b
ENSGACT00000026554.1	metap2b
ENSGACT00000026557.1	vezt
ENSGACT00000026560.1	FGD6 (1 of many)
ENSGACT00000026564.1	eri1
ENSGACT00000026567.1	lamb1b
ENSGACT00000026568.1	lamb1b
ENSGACT00000026570.1	dclre1c
ENSGACT00000026571.1	dclre1c
ENSGACT00000026572.1	meig1
ENSGACT00000026574.1	tmem243b
ENSGACT00000026580.1	acot16
ENSGACT00000026581.1	acot16
ENSGACT00000026584.1	ssbp1
ENSGACT00000026586.2	creb3l2
ENSGACT00000026592.1	rassf3
ENSGACT00000026593.1	zgc:194209
ENSGACT00000026594.1	gnsa
ENSGACT00000026595.3	gnsa
ENSGACT00000026596.2	tbc1d30
ENSGACT00000026600.1	prkcq
ENSGACT00000026602.1	prkcq
ENSGACT00000026604.1	sfmbt2
ENSGACT00000026606.1	tmem110l
ENSGACT00000026608.1	itih5
ENSGACT00000026610.1	itih2
ENSGACT00000026612.1	itih2
ENSGACT00000026613.1	itih2
ENSGACT00000026615.1	kin
ENSGACT00000026616.1	atp5f1c
ENSGACT00000026617.1	atp5f1c
ENSGACT00000026619.1	atp5f1c
ENSGACT00000005825.1	FGF12 (1 of many)
ENSGACT00000005829.1	mb21d2
ENSGACT00000005883.1	col4a4
ENSGACT00000005908.1	col4a3
ENSGACT00000005913.1	col4a3
ENSGACT00000005918.1	sst1.1
ENSGACT00000005923.1	sst1.1
ENSGACT00000005926.1	sst1.1
ENSGACT00000005939.1	ece2b
ENSGACT00000005946.1	si:dkey-83h2.5
ENSGACT00000005963.1	eif4h
ENSGACT00000005970.1	eif4h
ENSGACT00000005978.1	eif4h
ENSGACT00000005986.1	rffl
ENSGACT00000006063.1	arrb1
ENSGACT00000006074.1	or112-1
ENSGACT00000006112.1	spcs2
ENSGACT00000006119.1	spcs2
ENSGACT00000006129.1	lipt2
ENSGACT00000006145.1	polr2d
ENSGACT00000006177.1	abcf3
ENSGACT00000006186.1	abcf3
ENSGACT00000006203.1	lrch3
ENSGACT00000006220.1	rpl35a
ENSGACT00000006229.1	rnpepl1
ENSGACT00000006268.1	mmp23bb
ENSGACT00000006319.1	eif2a
ENSGACT00000006346.1	eif2a
ENSGACT00000006354.1	tsen34
ENSGACT00000006361.1	clrn1
ENSGACT00000006363.1	clrn1
ENSGACT00000006370.1	masp1
ENSGACT00000006417.1	DGKD
ENSGACT00000006434.1	DGKD
ENSGACT00000006449.1	IWS1
ENSGACT00000006450.1	wdr74
ENSGACT00000006468.1	zgc:162872
ENSGACT00000006478.1	ilkap
ENSGACT00000006501.1	SHKBP1
ENSGACT00000006528.1	triap1
ENSGACT00000006563.1	supt5h
ENSGACT00000006553.2	supt5h
ENSGACT00000006567.1	cox7a1
ENSGACT00000006602.1	nf1a
ENSGACT00000006609.1	SMCO4
ENSGACT00000006619.1	nlk2
ENSGACT00000006646.1	nlrx1
ENSGACT00000006669.1	efhd1
ENSGACT00000006693.1	tbcela
ENSGACT00000006700.1	tbcela
ENSGACT00000006791.1	usf1
ENSGACT00000006804.1	usf1
ENSGACT00000006826.1	gkup
ENSGACT00000006842.1	ubash3bb
ENSGACT00000006858.1	hmbsa
ENSGACT00000006906.1	arcn1a
ENSGACT00000006925.1	phldb1b
ENSGACT00000006986.1	bco2b
ENSGACT00000007003.1	sorl1
ENSGACT00000007022.1	ABCG4 (1 of many)
ENSGACT00000007028.1	lyrm9
ENSGACT00000007046.1	ift20
ENSGACT00000007054.1	tnfaip1
ENSGACT00000007064.1	sgsm2
ENSGACT00000007083.1	FAM57A
ENSGACT00000007093.1	FAM57A
ENSGACT00000007095.1	FAM57A
ENSGACT00000007100.1	gemin4
ENSGACT00000007106.1	dhrs13b
ENSGACT00000007113.1	dhrs13b
ENSGACT00000007120.1	smtnl
ENSGACT00000007125.1	SEBOX
ENSGACT00000007134.1	tmem199
ENSGACT00000007139.1	tmem199
ENSGACT00000007181.1	poldip2
ENSGACT00000007186.1	si:dkey-151p21.7
ENSGACT00000007190.1	crk
ENSGACT00000007196.1	ywhae1
ENSGACT00000007218.1	myo1cb
ENSGACT00000007232.1	slc43a2a
ENSGACT00000007264.1	pitpnaa
ENSGACT00000007276.1	pitpnaa
ENSGACT00000007291.1	pitpnaa
ENSGACT00000007306.1	inpp5ka
ENSGACT00000007310.1	inpp5ka
ENSGACT00000007331.1	ecel1
ENSGACT00000007389.1	slc25a36b
ENSGACT00000007405.1	CLSTN2 (1 of many)
ENSGACT00000007409.1	lpar5b
ENSGACT00000007436.1	rbp2a
ENSGACT00000007459.1	mrps22
ENSGACT00000007467.1	foxl2b
ENSGACT00000007483.1	pik3cb
ENSGACT00000007555.1	cab39
ENSGACT00000007586.1	meis3
ENSGACT00000007590.1	meis3
ENSGACT00000007609.1	sirt2
ENSGACT00000007613.1	sirt2
ENSGACT00000007618.1	si:ch1073-228b5.2
ENSGACT00000007644.1	nop53
ENSGACT00000007679.1	otx5
ENSGACT00000007689.1	psma6l
ENSGACT00000007691.1	psma6l
ENSGACT00000007707.1	sars2
ENSGACT00000007722.1	slc5a2
ENSGACT00000007732.1	si:dkey-114g7.4
ENSGACT00000007758.1	coq8b
ENSGACT00000007765.1	coq8b
ENSGACT00000007777.1	numbl
ENSGACT00000007782.1	si:ch211-11n16.2
ENSGACT00000007797.1	dpf1
ENSGACT00000007799.1	si:dkey-243k1.3
ENSGACT00000007816.1	zgc:162193
ENSGACT00000007823.1	zgc:162193
ENSGACT00000007828.1	zgc:162193
ENSGACT00000007835.1	zgc:162193
ENSGACT00000007848.1	pnkp
ENSGACT00000007871.1	si:ch1073-280e3.1
ENSGACT00000007884.1	si:ch1073-280e3.1
ENSGACT00000007894.1	mfrp
ENSGACT00000007899.1	nudt8
ENSGACT00000007927.1	cbln20
ENSGACT00000007944.1	tagln
ENSGACT00000007953.1	tagln
ENSGACT00000007964.1	tagln
ENSGACT00000007975.1	pcsk7
ENSGACT00000007991.1	bace1
ENSGACT00000008024.1	apoa1b
ENSGACT00000008038.1	apoa1b
ENSGACT00000008050.1	CEP164
ENSGACT00000008055.1	CEP164
ENSGACT00000008095.1	sidt2
ENSGACT00000008103.1	sidt2
ENSGACT00000008123.1	sik3
ENSGACT00000008139.1	MPZL2
ENSGACT00000008164.1	igsf11
ENSGACT00000008203.1	ankrd13b
ENSGACT00000008214.1	slc6a4a
ENSGACT00000008242.1	blmh
ENSGACT00000008249.1	blmh
ENSGACT00000008261.1	rap1gap2a
ENSGACT00000008278.1	si:ch73-265h17.5
ENSGACT00000008317.3	vwa7
ENSGACT00000008328.1	si:ch211-132b12.2
ENSGACT00000008334.1	si:ch211-132b12.8
ENSGACT00000008341.1	AKT2
ENSGACT00000008358.1	dhx40
ENSGACT00000008361.1	dhx40
ENSGACT00000008376.1	p2rx8
ENSGACT00000008380.1	p2rx8
ENSGACT00000008384.1	p2rx8
ENSGACT00000008386.1	p2rx8
ENSGACT00000008397.1	samsn1a
ENSGACT00000008401.1	samsn1a
ENSGACT00000008407.1	hspa13
ENSGACT00000008430.1	gdpd5b
ENSGACT00000008441.1	gdpd5b
ENSGACT00000008488.1	serpinh1b
ENSGACT00000008501.1	gucy2f
ENSGACT00000008506.1	tsku
ENSGACT00000008559.1	mmp13b
ENSGACT00000008563.1	mmp20b
ENSGACT00000008567.1	tbrg1
ENSGACT00000008578.1	siae
ENSGACT00000008589.1	b3gat1a
ENSGACT00000008654.1	ilvbl
ENSGACT00000008667.1	ilvbl
ENSGACT00000008672.1	fam118b
ENSGACT00000008682.1	srpra
ENSGACT00000008705.1	st3gal4
ENSGACT00000008720.1	kcnj5
ENSGACT00000008725.1	kcnj1a.6
ENSGACT00000008730.1	fli1a
ENSGACT00000008732.1	ets1
ENSGACT00000008758.1	smtla
ENSGACT00000008769.1	smtla
ENSGACT00000008777.1	KIRREL3
ENSGACT00000008784.1	barx2
ENSGACT00000008795.1	rbm7
ENSGACT00000008825.1	gramd1bb
